Nº del SIN;nombre_codex;cod_codex_std;sinonimos;comentarios;idioma
1405;1405;Almidones tratados con enzimas;AMIDO TRATADO COM ENZIMAS;;portugues
1410;1410;Fosfato de monoalmidón;FOSFATO MONOAMIDO;;portugues
1410;1410;Fosfato de monoalmidón;FOSFATO DE MONOAMIDO;;portugues
1412;1412;Fosfato de dialmidón;FOSFATO DE AMIDO;;portugues
1413;1413;Fosfato de dialmidón fosfatado;FOSFATO DE DISAMIDO FOSFATADO;;portugues
1414;1414;Fosfato de dialmidón acetilado;FOSFATO DE AMIDO ACETILADO;;portugues
1420;1420;Acetato de almidón;ACETATO DE AMIDO;;portugues
1422;1422;Adipato de dialmidón acetilado;ADIPATO DE DISAMIDO ACETILADO;;portugues
1440;1440;Almidón hidroxipropílico;HIDROXIPROPILAMIDO;;portugues
1442;1442;Fosfato de hidroxipropil dialmidón;FOSFATO DE HIDROXIPROPIL DISAMIDO;;portugues
1442;1442;Fosfato de hidroxipropil dialmidón;AMIDO DISSUBSTITUIDO HIDROXIPROPILADO;;portugues
1450;1450;Octenilsuccionato sódico de almidón;OCTENIL SUCCINATO DE AMIDO SODICO;;portugues
1450;1450;Octenilsuccionato sódico de almidón;OCTENILSUCCINATO DE AMIDO SODICO;;portugues
1451;1451;Almidón acetilado oxidado;AMIDO ACETILADO OXIDADO;;portugues
1503;1503;Aceite de ricino;OLEO DE RICINO;;portugues
1505;1505;Citrato de trietilo;CITRATO DE TRIETIL;;portugues
1518;1518;Triacetina;TRIACETINA;;portugues
1520;1520;Propilenglicol;PROPILENOGLICOL;;portugues
1520;1520;Propilenglicol;INS 1520;;portugues
1520;1520;Propilenglicol;PROPILENO GLICOL;;portugues
1521;1521;Polietilenglicol;POLIETILENO GLICOL;;portugues
100(i);100i;Curcumina;CORANTE CURCUMA;;portugues
100(i);100i;Curcumina;E100;;portugues
100(i);100i;Curcumina;E 100;;portugues
100(i);100i;Curcumina;INS100;;portugues
100(i);100i;Curcumina;INS 100;;portugues
100(i);100i;Curcumina;CURCUMINA;;portugues
101(i);101i;Riboflavina, sintéticas;RIBOFLAVINA, SINTETICO;;portugues
101(i);101i;Riboflavina, sintéticas;RIBOFLAVINA SINTETICO;;portugues
101(ii);101ii;Riboflavina 5';5'-RIBOFLAVINA ;;portugues
101(iii);101iii;Riboflavina de Bacillus subtilis;RIBOFLAVINA DE BACILLUS SUBTILIS;;portugues
1100(i);1100i;alfa-Amilasa de Aspergillus oryzae var.;ALFA-AMILASE DE ASPERGILLUS ORYZAE VAR.;;portugues
1100(ii);1100ii;alfa-Amilasa de Bacillus stearothermophilus;ALFA-AMILASE DE BACILLUS STEAROTHERMOPHILUS;;portugues
1100(iii);1100iii;alfa-Amilasa de Bacillus subtilis;ALFA-AMILASE DE BACILLUS SUBTILIS;;portugues
1100(iv);1100iv;alfa-Amilasa de Bacillus megaterium expresada en Bacillus subtilis;ALFA-AMILASE DE BACILLUS MEGATERIUM EXPRESSA EM BACILLUS SUBTILIS;;portugues
1100(v);1100v;alfa-Amilasa de Bacillus stearothermophilus expresada en Bacillus subtilis;ALFA-AMILASE DE BACILLUS STEAROTHERMOPHILUS EXPRESSA EM BACILLUS SUBTILIS;;portugues
1100(vi);1100vi;Carboidrasa de Bacillus licheniformi;CARBOYDRASE DE BACILLUS LICHENIFORMI;;portugues
1101(i);1101i;Proteasa de Aspergillus orizae var.;INS 1101;;portugues
1101(i);1101i;Proteasa de Aspergillus orizae var.;INS1101I;;portugues
1101(i);1101i;Proteasa de Aspergillus orizae var.;PROTEASE DE ASPERGILLUS ORIZAE VAR.;;portugues
1101(ii);1101ii;Papaína;PAPAINA;;portugues
1101(iii);1101iii;Bromelina;BROMELINA;;portugues
141(i);141i;Clorofilas, complejos cúpricos;"	CORANTES: INS141";;portugues
141(i);141i;Clorofilas, complejos cúpricos;CLOROFILA, COMPLEXOS DE COBRE, SAIS DE POTASSIO E SODIO;;portugues
141(i);141i;Clorofilas, complejos cúpricos;CLOROFILA COMPLEXOS DE COBRE, SAIS DE POTASSIO E SODIO;;portugues
141(ii);141ii;Clorofilinas, complejos cúpricos, sales de potasio y sodio;CLOROFILINA, COMPLEXOS DE COBRE SAIS DE POTASSIO E SODIO;;portugues
141(ii);141ii;Clorofilinas, complejos cúpricos, sales de potasio y sodio;CLOROFILINA COMPLEXOS DE COBRE SAIS DE POTASSIO E SODIO;;portugues
1504(i);1504i;Ciclotetraglucosa;CICLOTETRAGLICOSE;;portugues
1504(ii);1504ii;Jarabe de ciclotetraglucosa;XAROPE DE CICLOTETRAGLICOSE;;portugues
150a;150a;Caramelo I – caramelo puro;CORANTE NATURAL CARAMELO;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO I E ;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO I SIMPLES;;portugues
150a;150a;Caramelo I – caramelo puro;PURO CARAMELO;;portugues
150a;150a;Caramelo I – caramelo puro;150A;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO 1 - CARAMELO PURO;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO 1 - PURO;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO CLASE 1;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO I,;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO I PURO;;portugues
150a;150a;Caramelo I – caramelo puro;CARAMELO PURO;;portugues
150b;150b;Caramelo II - caramelo al sulfito;CARAMELO SULFITO;;portugues
150b;150b;Caramelo II - caramelo al sulfito;"	CORANTE CARAMELO II  PROCESSO AMONIA";;portugues
150b;150b;Caramelo II - caramelo al sulfito;"	CORANTE CARAMELO II - PROCESSO AMONIA";;portugues
150b;150b;Caramelo II - caramelo al sulfito;"	CORANTE CARAMELO II  PROCESSO AMONIO";;portugues
150b;150b;Caramelo II - caramelo al sulfito;"	CORANTE CARAMELO II - PROCESSO AMONIO";;portugues
150b;150b;Caramelo II - caramelo al sulfito;150B;;portugues
150b;150b;Caramelo II - caramelo al sulfito;CARAMELO II,;;portugues
150b;150b;Caramelo II - caramelo al sulfito;CARAMELO 2;;portugues
150b;150b;Caramelo II - caramelo al sulfito;CARAMELO 2 - PROCESSO SULFITO CAUSTICO;;portugues
150b;150b;Caramelo II - caramelo al sulfito;CARAMELO 2.;;portugues
150b;150b;Caramelo II - caramelo al sulfito;CARAMELO CLASE 2;;portugues
150b;150b;Caramelo II - caramelo al sulfito;COLOR CARAMELO CLASE 2;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;CARAMELO III;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;CARAMELO DE AMONIA;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;CARAMELO 3;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;CARAMELO 3 - PROCESSO AMONIA;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;CARAMELO 3.;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;CARAMELO CLASE III;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;CARAMELO III;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;150C;;portugues
150c;150c;Caramelo III - caramelo al amoníaco;COLOR CARAMELO CLASE 3;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO IV;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO DE SULFITO DE AMONIO;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO SULFITO-AMONIA;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;150D;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO IV;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO 4;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO 4 - CARAMELO SULFITO AMONIA;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO CLASE 4;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO 150D;;portugues
150d;150d;Caramelo IV - caramelo al sulfito amónico;CARAMELO CLASE IV;;portugues
160(aiv);160aiv;Extracto de Dunaliella salina rico en beta-carotenos;EXTRATO DE DUNALIELLA SALINA RICO EM BETACAROTENO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;160 AI E;;portugues
160a(i);160ai;Carotenos, beta-, sintético;160 AI,;;portugues
160a(i);160ai;Carotenos, beta-, sintético;160AI E;;portugues
160a(i);160ai;Carotenos, beta-, sintético;160AI,;;portugues
160a(i);160ai;Carotenos, beta-, sintético;SINTETICO IDENTICO AO NATURAL BETA-CAROTENO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;SINTETICO IDENTICO AO NATURAL BETA CAROTENO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;BETA-CAROTENO, SINTETICO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;BETA-CAROTENO SINTETICO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;BETACAROTENO, SINTETICO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;BETACAROTENO SINTETICO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;BETA CAROTENO, SINTETICO;;portugues
160a(i);160ai;Carotenos, beta-, sintético;BETA CAROTENO SINTETICO;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;INS 160 AII;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;NATURAL BETA CAROTENO;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;CAROTENOS EXTRATOS NATURAIS;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;NATURAL BETACAROTENO;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;NATURAL BETA-CAROTENO;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;BETA-CAROTENO, VEGETAIS;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;BETA-CAROTENO VEGETAIS;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;BETACAROTENO, VEGETAIS;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;BETACAROTENO VEGETAIS;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;BETA CAROTENO, VEGETAIS;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;160AII;;portugues
160a(ii);160aii;Carotenos, beta-, vegetais;BETA CAROTENO VEGETAIS;;portugues
160a(iii);160aiii;Carotenos, beta-, Blakeslea trispora-;BETA-CAROTENO, BLAKESLEA TRISPORA;;portugues
160a(iii);160aiii;Carotenos, beta-, Blakeslea trispora-;BETA CAROTENO BLAKESLEA TRISPORA;;portugues
160a(iii);160aiii;Carotenos, beta-, Blakeslea trispora-;BETACAROTENO, BLAKESLEA TRISPORA;;portugues
160a(iii);160aiii;Carotenos, beta-, Blakeslea trispora-;BETACAROTENO BLAKESLEA TRISPORA;;portugues
160a(iii);160aiii;Carotenos, beta-, Blakeslea trispora-;BETA CAROTENO, BLAKESLEA TRISPORA;;portugues
160a(iii);160aiii;Carotenos, beta-, Blakeslea trispora-;BETA CAROTENO BLAKESLEA TRISPORA;;portugues
160b(i);160bi;Extractos de annato, base de bixina;EXTRATO DE URUCUM, BASE DE BIXINA;;portugues
160b(i);160bi;Extractos de annato, base de bixina;EXTRATO DE URUCUM BASE DE BIXINA;;portugues
160b(ii);160bii;Extractos de annato, base de norbixina;EXTRATO DE URUCUM, BASE DE NORBIXINA;;portugues
160b(ii);160bii;Extractos de annato, base de norbixina;EXTRATO DE URUCUM BASE DE NORBIXINA;;portugues
160c(ii);160cii;Extracto de pimentón;EXTRATO DE PAPRICA;;portugues
160d(i);160di;Licopeno, sintético;LICOPENO, SINTETICO;;portugues
160d(i);160di;Licopeno, sintético;LICOPENO SINTETICO;;portugues
160d(ii);160dii;Licopeno, tomate;LICOPENO, TOMATE;;portugues
160d(ii);160dii;Licopeno, tomate;LICOPENO TOMATE;;portugues
160d(iii);160diii;Licopeno , Blakeslea trispora;LICOPENO, BLAKESLEA TRISPORA;;portugues
160d(iii);160diii;Licopeno , Blakeslea trispora;LICOPENO BLAKESLEA TRISPORA;;portugues
160e;160e;Carotenal, beta-apo-8'-;BETA-APO-8'-CAROTENO;;portugues
160e;160e;Carotenal, beta-apo-8'-;BETA APO-8'CAROTENO;;portugues
160f;160f;Éster etílico del ácido beta-apo-8'-carotenoico;ESTER ETILICO DO ACIDO BETA-APO-8'-CAROTENO;;portugues
160f;160f;Éster etílico del ácido beta-apo-8'-carotenoico;ESTER ETILICO DO ACIDO BETA APO-8'CAROTENO;;portugues
161b(i);161bi;Lutein de Tagetes erecta;LUTEINA;;portugues
161b(iii);161biii;Ésteres de luteína de Tagetes erecta;ESTERES DE LUTEINA ;;portugues
161g;161g;Cantaxantina;CANTAXANTINA;;portugues
161h(i);161hi;Zeaxanthin, sintético;ZEAXANTINA, SINTETICA;;portugues
161h(i);161hi;Zeaxanthin, sintético;ZEAXANTINA SINTETICA;;portugues
163(ii);163ii;Extracto de piel de uva;EXTRATO DE CASCA DE UVA;;portugues
170(i);170i;Carbonato de calcio;INS 170I;;portugues
170(i);170i;Carbonato de calcio; MINERAIS CARBONATO DE CALCIO;;portugues
170(i);170i;Carbonato de calcio;ANTIUMECTANTE CARBONATO DE CALCIO;;portugues
170(i);170i;Carbonato de calcio;,CARBONATO DE CALCIO;;portugues
172(i);172i;Óxido de hierro, negro;OXIDO DE FERRO PRETO;;portugues
172(ii);172ii;Óxido de hierro, rojo;OXIDO DE FERRO VERMELHO;;portugues
172(iii);172iii;Óxido de hierro, amarillo;OXIDO DE FERRO AMARELO;;portugues
261(i);261i;Acetato de potasio;ACETATO DE POTASSIO;;portugues
262(i);262i;Acetato de sodio;,ACETATO DE SODIO;;portugues
262(ii);262ii;Diacetato de sodio;DIACETATO DE SODIO;;portugues
307a;307a;Tocoferol, d-alfa-;D-ALFA-TOCOFEROL;;portugues
307b;307b;Tocoférol concentrado, mexcla;MISTURA CONCENTRADA DE TOCOFEROL;;portugues
307b;307b;Tocoférol concentrado, mexcla;MISTURA CONCENTRADA DE TOCOFEROIS;;portugues
307c;307c;Tocoferol, dl-alfa-;ACETATO DE DL-ALFA TOCOFEROL;;portugues
307c;307c;Tocoferol, dl-alfa-;ACETATO DE DL-ALFA TOCOFERILA;;portugues
307c;307c;Tocoferol, dl-alfa-;DL-ALFA-TOCOFERILA;;portugues
307c;307c;Tocoferol, dl-alfa-;DL-ALFA-TOCOFEROL;;portugues
322(i);322i;Lecitina;INS 322;;portugues
322(i);322i;Lecitina;LECITINA;;portugues
322(ii);322ii;Lecitina, parcialmente hidrolizada;LECITINA, PARCIALMENTE HIDROLISADA;;portugues
322(ii);322ii;Lecitina, parcialmente hidrolizada;LECITINA PARCIALMENTE HIDROLISADA;;portugues
331(i);331i;Citrato díacido de sodio;331 E ;;portugues
331(i);331i;Citrato díacido de sodio;331I, ;;portugues
331(i);331i;Citrato díacido de sodio;CITRATO DIACIDO DE SODIO;;portugues
331(i);331i;Citrato díacido de sodio;CITRATO DE SODIO;;portugues
331(iii);331iii;Citrato trisódico;INS 331III;;portugues
331(iii);331iii;Citrato trisódico;CITRATO TRISSODICO;;portugues
332(i);332i;Citrato díacido de potasio;CITRATO DIACIDO DE POTASSIO;;portugues
332(ii);332ii;Citrato tripotásico;CITRATO DE POTASSIO;;portugues
332(ii);332ii;Citrato tripotásico;CITRATO TRIPOTASSICO;;portugues
333(iii);333iii;Citrato tricálcico;CITRATO DE CALCIO;;portugues
333(iii);333iii;Citrato tricálcico;CITRATO TRICALCICO;;portugues
335(ii);335ii;Tartrato de sodio, L(+)-;TARTARATO DE SODIO;;portugues
335(ii);335ii;Tartrato de sodio, L(+)-;L-TARTARATO DE SODIO;;portugues
335(ii);335ii;Tartrato de sodio, L(+)-;L+ TARTARATO DE SODIO;;portugues
339(i);339i;Ortofosfato monosódico;ORTOFOSFATO DE SODIO;;portugues
339(i);339i;Ortofosfato monosódico;,FOSFATO DE SODIO;;portugues
339(i);339i;Ortofosfato monosódico;MONOFOSFATO DE SODIO;;portugues
339(i);339i;Ortofosfato monosódico;FOSFATO MONOSSODICO;;portugues
339(ii);339ii;Hidrogenfosfato disódico;HIDROGENOFOSFATO DISSODICO;;portugues
339(ii);339ii;Hidrogenfosfato disódico;HIDROGENOFOSFATO DE SODIO;;portugues
339(iii);339iii;Fosfato trisódico;INS 339III;;portugues
339(iii);339iii;Fosfato trisódico;FOSFATO TRISSODICO;;portugues
340(i);340i;Fosfato diácido de potasio;,FOSFATO DE POTASSIO;;portugues
340(i);340i;Fosfato diácido de potasio;FOSFATO DE POTASSIO MONOBASICO;;portugues
340(i);340i;Fosfato diácido de potasio;DIHIDROGENOFOSFATO DE POTASSIO;;portugues
340(i);340i;Fosfato diácido de potasio;DI-HIDROGENOFOSFATO DE POTASSIO;;portugues
340(ii);340ii;Hidrogenfosfato dipotásico;FOSFATO DIPOTASSICO;;portugues
340(ii);340ii;Hidrogenfosfato dipotásico;HIDROGENOFOSFATO DIPOTASSICO;;portugues
340(iii);340iii;Fosfato tripotásico;FOSFATO TRIPOTASSICO;;portugues
341(i);341i;Fosfato diácido de calcio;FOSFATO DE CALCIO;;portugues
341(i);341i;Fosfato diácido de calcio;FOSFATO MONOCALCICO;;portugues
341(i);341i;Fosfato diácido de calcio;DIHIDROGENOFOSFATO DE CALCIO;;portugues
341(i);341i;Fosfato diácido de calcio;DI-HIDROGENOFOSFATO DE CALCIO;INESPECIFICO;portugues
341(ii);341ii;Hydrogenfosfato de calcio;HIDROGENOFOSFATO DE CALCIO;;portugues
341(iii);341iii;Fosfato tricálcico;FOSFATO TRICALCICO;;portugues
342(i);342i;Fosfato diácido de amonio;DIHIDROGENOFOSFATO DE AMONIO;;portugues
342(i);342i;Fosfato diácido de amonio;DI-HIDROGENOFOSFATO DE AMONIO;;portugues
342(ii);342ii;Hydrogenfosfato diamónico;HIDROGENOFOSFATO DE DIAMONIO;;portugues
343(i);343i;Fosfato diácido de magnesio;,FOSFATO DE MAGNESIO;;portugues
343(i);343i;Fosfato diácido de magnesio;DIHIDROGENOFOSFATO DE MAGNESIO;;portugues
343(i);343i;Fosfato diácido de magnesio;DI-HIDROGENOFOSFATO DE MAGNESIO;;portugues
343(ii);343ii;Hydrogenfosfato de magnesio;HIDROGENOFOSFATO DE MAGNESIO;;portugues
343(iii);343iii;Fosfato trimagnésico;FOSFATO DE TRIMAGNESIO;;portugues
350(i);350i;Hidrogenmalato de sodio, DL-;HIDROGENOMALATO DE SODIO;;portugues
350(i);350i;Hidrogenmalato de sodio, DL-;DL-HIDROGENOMALATO DE SODIO;;portugues
350(ii);350ii;Malato de sodio, DL-;MALATO DE SODIO;;portugues
350(ii);350ii;Malato de sodio, DL-;DL-MALATO DE SODIO;;portugues
352(ii);352ii;Malato de calcio, D,L-;MALATO DE CALCIO;;portugues
352(ii);352ii;Malato de calcio, D,L-;D-MALATO DE CALCIO;;portugues
352(ii);352ii;Malato de calcio, D,L-;L-MALATO DE CALCIO;;portugues
407a;407a;Alga euchema elaborada;ALGA EUCHEMA PROCESSADA;;portugues
420(i);420i;Sorbitol;INS 420;;portugues
420(i);420i;Sorbitol;EDULCORANTES DE SORBITOL;;portugues
420(i);420i;Sorbitol;EDULCORANTE NATURAL SORBITOL;;portugues
420(i);420i;Sorbitol;ESTABILIZANTES: SORBITOL;;portugues
420(i);420i;Sorbitol;: SORBITOL;;portugues
420(i);420i;Sorbitol;ESTABILIZANTE SORBITOL;;portugues
420(i);420i;Sorbitol;UMECTANTE SORBITOL;;portugues
420(i);420i;Sorbitol;,SORBITOL;;portugues
420(ii);420ii;Jarabe de sorbitol;XAROPE DE SORBITOL;;portugues
445(iii);445iii;Ésteres de glicerol de colofonia de madera;ESTERES DE GLICEROL DE RESINA DE MADEIRA;;portugues
445(iii);445iii;Ésteres de glicerol de colofonia de madera;GOMA ESTER ;;portugues
445(iii);445iii;Ésteres de glicerol de colofonia de madera;ESTER DE GLICEROL DE RESINA DE MADEIRA;;portugues
450(i);450i;Difosfato disódico;PIROFOSFATO ACIDO DE SODIO ;;portugues
450(i);450i;Difosfato disódico;PIROFOSFATO ACIDO DE SODICO;;portugues
450(i);450i;Difosfato disódico;DIFOSFATO DE SODIO;;portugues
450(i);450i;Difosfato disódico;FOSFATO DISSODICO;;portugues
450(i);450i;Difosfato disódico; PIROFOSFATO DE SODIO;;portugues
450(i);450i;Difosfato disódico;PIROFOSFATO DISSODICO;;portugues
450(i);450i;Difosfato disódico;DIFOSFATO DISSODICO;;portugues
450(ii);450ii;Difosfato trisódico;DIFOSFATO TRISSODICO;;portugues
450(iii);450iii;Difosfato tetrasódico;INS 450III;;portugues
450(iii);450iii;Difosfato tetrasódico;PIROFOSFATO TETRASSODICO;;portugues
450(iii);450iii;Difosfato tetrasódico;DIFOSFATO TETRASSODICO;;portugues
450(ix);450ix;Difosfato diácido de magnesio;DIFOSFATO DE DIHIDROGÊNIO DE MAGNESIO;;portugues
450(ix);450ix;Difosfato diácido de magnesio;DIFOSFATO DE DI-HIDROGÊNIO DE MAGNESIO;;portugues
450(v);450v;Difosfato tetrapotásico;DIFOSFATO DE TETRAPOTASSIO;;portugues
450(vi);450vi;Difosfato dicálcico;DIFOSFATO DICALCICO;;portugues
450(vii);450vii;Difosfato diácido de calcio;DIFOSFATO DE CALCIO DIHIDROGÊNIO;;portugues
450(vii);450vii;Difosfato diácido de calcio;PIROFOSFATO ACIDO DE CALCIO;;portugues
451(i);451i;Trifosfato pentasódico; HEXAMETAFOSFATO DE SODIO;;portugues
451(i);451i;Trifosfato pentasódico;TRIFOSFATO DE SODIO;;portugues
451(i);451i;Trifosfato pentasódico;TRIPOLIFOSFATO DE SODIO;;portugues
451(i);451i;Trifosfato pentasódico;TRIFOSFATO PENTASSODICO;;portugues
451(ii);451ii;Trifosfato pentapotásico;TRIPOLIFOSFATO DE POTASSIO;;portugues
451(ii);451ii;Trifosfato pentapotásico;TRIFOSFATO PENTAPOTASSICO;;portugues
451(ii);451ii;Trifosfato pentapotásico;TRIFOSFATO DE PENTAPOTASSIO;;portugues
452(i);452i;Polifosfato de sodio;452 I E ;;portugues
452(i);452i;Polifosfato de sodio;452I E ;;portugues
452(i);452i;Polifosfato de sodio;452 I,;;portugues
452(i);452i;Polifosfato de sodio;452I,;;portugues
452(i);452i;Polifosfato de sodio;POLIFOSFATO DE SODIO ;;portugues
452(i);452i;Polifosfato de sodio;,POLIFOSFATO DE SODIO;;portugues
452(ii);452ii;Polifosfato de potasio;INS 452II;;portugues
452(ii);452ii;Polifosfato de potasio;,POLIFOSFATO DE POTASSIO;;portugues
452(iii);452iii;Polifosfato de sodio y calcio;,POLIFOSFATO DE CALCIO E SODIO;;portugues
452(iv);452iv;Polifosfatos de calcio;,POLIFOSFATO DE CALCIO;;portugues
452(v);452v;Polifosfatos de amonio;,POLIFOSFATO DE AMONIO;;portugues
460(i);460i;Gel de celulosa;CELULOSE MICROCRISTALINA;;portugues
460(i);460i;Gel de celulosa;GEL DE CELULOSE;;portugues
460(ii);460ii;Celulosa en polvo;CELULOSE EM PO;;portugues
470(i);470i;Sal mirística, palmítica y ácidos esteáricos con amonio, calcio, potasio y sodio;SAL MIRISTICO, PALMITICO E ACIDOS ESTEARICO COM AMONIO, CALCIO, POTASSIO E SODIO;;portugues
470(ii);470ii;Sal de ácido oleico con calcio, potasio y sodio;SAL DE ACIDO OLEICO COM CALCIO, POTASSIO E SODIO;;portugues
470(iii);470iii;Estearato de magnesio;ESTEARATO DE MAGNESIO;;portugues
472a;472a;Ésteres acéticos y de ácidos grasos de glicerol;ESTERES DE ACIDOS GRAXOS E ACETICOS DE GLICEROL;;portugues
472a;472a;Ésteres acéticos y de ácidos grasos de glicerol;472A;;portugues
472a;472a;Ésteres acéticos y de ácidos grasos de glicerol;ESTER DE ACIDOS GRAXOS E ACETICOS DE GLICEROL;;portugues
472b;472b;Ésteres lácticos y de ácidos grasos de glicerol;472B;;portugues
472b;472b;Ésteres lácticos y de ácidos grasos de glicerol;ESTERES DE ACIDO LATICO E GRAXO DE GLICEROL;;portugues
472b;472b;Ésteres lácticos y de ácidos grasos de glicerol;ESTER DE ACIDO LATICO E GRAXO DE GLICEROL;;portugues
472c;472c;Ésteres cítricos y de ácidos grasos de glicerol;ESTERES DE ACIDOS GRAXOS E CITRICOS DE GLICEROL;;portugues
472c;472c;Ésteres cítricos y de ácidos grasos de glicerol;472C;;portugues
472c;472c;Ésteres cítricos y de ácidos grasos de glicerol;ESTER DE ACIDOS GRAXOS E CITRICOS DE GLICEROL;;portugues
472e;472e;Ésteres diacetiltartáricos y de ácidos grasos de glicerol;ESTERES DE ACIDO DIACETIL TARTARICO;;portugues
472e;472e;Ésteres diacetiltartáricos y de ácidos grasos de glicerol;ESTER DE ACIDO DIACETIL TARTARICO;;portugues
472e;472e;Ésteres diacetiltartáricos y de ácidos grasos de glicerol;ESTERES DE ACIDOS DIACETIL TARTARICO;;portugues
472e;472e;Ésteres diacetiltartáricos y de ácidos grasos de glicerol;ESTERES DIACETILTARTARICOS E DE ACIDOS GRAXOS DE GLICEROL;;portugues
472e;472e;Ésteres diacetiltartáricos y de ácidos grasos de glicerol;ESTER DIACETILTARTARICOS E DE ACIDOS GRAXOS DE GLICEROL;;portugues
472e;472e;Ésteres diacetiltartáricos y de ácidos grasos de glicerol;472E;;portugues
473a;473a;Oligoésteres de sucrosa tipo I y II;OLIGOESTERES DE SACAROSE TIPO I E II;;portugues
473a;473a;Oligoésteres de sucrosa tipo I y II;OLIGOESTERES DE SACAROSE TIPO I;;portugues
473a;473a;Oligoésteres de sucrosa tipo I y II;OLIGOESTERES DE SACAROSE TIPO II;;portugues
473a;473a;Oligoésteres de sucrosa tipo I y II;OLIGOESTER DE SACAROSE TIPO I E II;;portugues
473a;473a;Oligoésteres de sucrosa tipo I y II;OLIGOESTER DE SACAROSE TIPO I;;portugues
473a;473a;Oligoésteres de sucrosa tipo I y II;OLIGOESTERES DE SACAROSE TIPO II;;portugues
481(i);481i;Estearoil lactilato de sodio;ESTEAROIL-2-LACTIL-LACTATO DE SODIO;;portugues
481(i);481i;Estearoil lactilato de sodio;ESTEAROIL LACTILATO DE SODIO;;portugues
482(i);482i;Estearoil lactilato de calcio;ESTEAROIL-2-LACTIL LACTATO DE CALCIO;;portugues
482(i);482i;Estearoil lactilato de calcio;ESTEAROIL LACTILATO DE CALCIO;;portugues
500(i);500i;Carbonato de sodio;500 I E ;;portugues
500(i);500i;Carbonato de sodio;500I E ;;portugues
500(i);500i;Carbonato de sodio;500 I, ;;portugues
500(i);500i;Carbonato de sodio;500I,;;portugues
500(i);500i;Carbonato de sodio;E CARBONATO DE SODIO;;portugues
500(i);500i;Carbonato de sodio;REGULADOR DE ACIDEZ CARBONATO DE SODIO;;portugues
500(i);500i;Carbonato de sodio;,CARBONATO DE SODIO;;portugues
500(ii);500ii;Carbonato ácido de sodio;BICARBONATO DE SODIO;;portugues
500(ii);500ii;Carbonato ácido de sodio;,CARBONATO ACIDO DE SODIO;;portugues
500(ii);500ii;Carbonato ácido de sodio;500 II E ;;portugues
500(ii);500ii;Carbonato ácido de sodio;500II E ;;portugues
500(ii);500ii;Carbonato ácido de sodio;500 II, ;;portugues
500(ii);500ii;Carbonato ácido de sodio;500II,;;portugues
500(ii);500ii;Carbonato ácido de sodio;HIDROGENO CARBONATO DE SODIO;;portugues
500(iii);500iii;Sesquicarbonato de sodio;SESQUICARBONATO DE SODIO;;portugues
501(i);501i;Carbonato de potasio;REGULADORES DE ACIDEZ CARBONATO DE POTASSIO ;;portugues
501(i);501i;Carbonato de potasio;,CARBONATO DE POTASSIO;;portugues
501(ii);501ii;Carbonato ácido de potasio;BICARBONATO DE POTASSIO;;portugues
