Nº del SIN;nombre_codex;cod_codex_std;sinonimos;comentarios;idioma
621;Glutamato monosódico, L-;621;GLUTAMATO MONOSODICO L-;;español
621;Glutamato monosódico, L-;621;L-GLUTAMATO MONOSODICO;;español
621;Glutamato monosódico, L-;621;MSG;;español
621;Glutamato monosódico, L-;621;SABOR GLUTAMATO;;español
622;Glutamato monopotassium, L-;622;GLUTAMATO DE POTASIO;;español
622;Glutamato monopotassium, L-;622;GLUTAMATO MONOPOTASICO;;español
622;Glutamato monopotassium, L-;622;GLUTAMATO MONOPOTASSIUM L-;;español
622;Glutamato monopotassium, L-;622;L-GLUTAMATO MONOPOTASICO;;español
622;Glutamato monopotassium, L-;622;MPG;;español
623;Glutamato de calcium, di-L-;623;DI- L- GLUTAMATO CALCICO;;español
623;Glutamato de calcium, di-L-;623;GLUTAMATO CALCICO;;español
623;Glutamato de calcium, di-L-;623;GLUTAMATO DE CALCIO;;español
623;Glutamato de calcium, di-L-;623;GLUTAMATO DE CALCIUM;;español
623;Glutamato de calcium, di-L-;623;GLUTAMATO DE CALCIUM DI-L-;;español
624;Glutamato monoamónico, L-;624;GLUTAMATO DE AMONIO;;español
624;Glutamato monoamónico, L-;624;GLUTAMATO MONOAMONICO;;español
624;Glutamato monoamónico, L-;624;GLUTAMATO MONOAMONICO L-;;español
624;Glutamato monoamónico, L-;624;L-GLUTAMATO MONOAMONICO;;español
625;Glutamato de magnesio, di-L-;625;DI- L-GLUTAMATO MAGNESICO;;español
625;Glutamato de magnesio, di-L-;625;GLUTAMATO DE MAGNESIO;;español
625;Glutamato de magnesio, di-L-;625;GLUTAMATO DE MAGNESIO DI-L-;;español
625;Glutamato de magnesio, di-L-;625;GLUTAMATO MAGNESICO;;español
626;Ácido guanílico, 5'-;626;626;;español
626;Ácido guanílico, 5'-;626;,GMP;;español
626;Ácido guanílico, 5'-;626;5'-ACIDO GUANILICO ;;español
626;Ácido guanílico, 5'-;626;ACIDO 5 GUANILICO;;español
626;Ácido guanílico, 5'-;626;ACIDO GUANILICO;;español
626;Ácido guanílico, 5'-;626;ACIDO GUANILICO 5'-;;español
626;Ácido guanílico, 5'-;626;GUANOSIN-5-MONOFOSFORICO;;español
627;Guanilato disódico, 5'-;627;5'-GUANILATO DISODICO ;;español
627;Guanilato disódico, 5'-;627;627;;español
627;Guanilato disódico, 5'-;627;GUANILATO 5 DISODICO;;español
627;Guanilato disódico, 5'-;627;GUANILATO DE SODIO;;español
627;Guanilato disódico, 5'-;627;GUANILATO DISODICO;;español
627;Guanilato disódico, 5'-;627;GUANILATO DISODICO 5'-;;español
628;Guanilato dipotásico, 5'-;628;5'-GUANILATO DIPOTASICO;;español
628;Guanilato dipotásico, 5'-;628;GUANILATO 5 DIPOTASICO;;español
628;Guanilato dipotásico, 5'-;628;GUANILATO DE POTASIO;;español
628;Guanilato dipotásico, 5'-;628;GUANILATO DIPOTASICO;;español
628;Guanilato dipotásico, 5'-;628;GUANILATO DIPOTASICO 5'-;;español
629;Guanilato de calcio, 5'-;629;5'-GUANILATO DE CALCIO ;;español
629;Guanilato de calcio, 5'-;629;GUANILATO 5 CALCICO;;español
629;Guanilato de calcio, 5'-;629;GUANILATO CALCICO;;español
629;Guanilato de calcio, 5'-;629;GUANILATO DE CALCIO;;español
629;Guanilato de calcio, 5'-;629;GUANILATO DE CALCIO 5'-;;español
630;Ácido inosínico, 5'-;630;5'-ACIDO INOSINICO ;;español
630;Ácido inosínico, 5'-;630;ACIDO 5 INOSINICO 1MP;;español
630;Ácido inosínico, 5'-;630;ACIDO INOSINICO;;español
630;Ácido inosínico, 5'-;630;ACIDO INOSINICO 5'-;;español
630;Ácido inosínico, 5'-;630;INOSINATO 5 MONOFOSFORICO;;español
631;Inosinato disódico, 5'-;631;5'-INOSINATO DISODICO ;;español
631;Inosinato disódico, 5'-;631;5'-INOSINATO DISODICO ;;español
631;Inosinato disódico, 5'-;631;INOSINATO 5 DISODICO;;español
631;Inosinato disódico, 5'-;631;INOSINATO DE SODIO;;español
631;Inosinato disódico, 5'-;631;INOSINATO DISODICO;;español
631;Inosinato disódico, 5'-;631;INOSINATO DISODICO 5'-;;español
632;Inosinato de potasio, 5’-;632;5'-INOSINATO DE POTASIO ;;español
632;Inosinato de potasio, 5’-;632;INOSINATO 5 DIPOTASICO;;español
632;Inosinato de potasio, 5’-;632;INOSINATO DE POTASIO;;español
632;Inosinato de potasio, 5’-;632;INOSINATO DE POTASIO 5'-;;español
632;Inosinato de potasio, 5’-;632;INOSINATO DIPOTASICO;;español
633;Inosinato de calcio, 5'-;633;5'-INOSINATO DE CALCIO ;;español
633;Inosinato de calcio, 5'-;633;INOSINATO 5 CALCICO;;español
633;Inosinato de calcio, 5'-;633;INOSINATO CALCICO;;español
633;Inosinato de calcio, 5'-;633;INOSINATO DE CALCIO;;español
633;Inosinato de calcio, 5'-;633;INOSINATO DE CALCIO 5'-;;español
634;Ribonucleótidos de calcio, 5'-;634;5 RIBONUCLEOTIDO CALCICO;;español
634;Ribonucleótidos de calcio, 5'-;634;5'-RIBONUCLEOTIDOS DE CALCIO ;;español
634;Ribonucleótidos de calcio, 5'-;634;RIBONUCLEOTIDO CALCICO MEZCLA DE INOSINATO Y GUANILATO DE CALCIO;;español
634;Ribonucleótidos de calcio, 5'-;634;RIBONUCLEOTIDOS DE CALCIO;;español
634;Ribonucleótidos de calcio, 5'-;634;RIBONUCLEOTIDOS DE CALCIO 5'-;;español
635;Ribonucleótidos de sodio, 5'-;635;5 RIBONUCLEOTIDO DE SODIO;;español
635;Ribonucleótidos de sodio, 5'-;635;5'-RIBONUCLEOTIDOS DE SODIO ;;español
635;Ribonucleótidos de sodio, 5'-;635;RIBONUCLEOTIDO DE SODIO MEZCLA DE INOSINATO Y GUANILATO DE SODIO;;español
635;Ribonucleótidos de sodio, 5'-;635;RIBONUCLEOTIDOS DE SODIO;;español
635;Ribonucleótidos de sodio, 5'-;635;RIBONUCLEOTIDOS DE SODIO 5'-;;español
636;Maltol;636;,MALTOL;;español
637;Etilmaltol;637;ETIL MALTOL;;español
637;Etilmaltol;637;ETILMALTOL;;español
900a;Polidimetilsiloxano;900a;DIMETILPOLISILOXANO;sinonimo encontrado en la bbdd. unico aditivo posible considerando el nombre;español
900a;Polidimetilsiloxano;900a;POLIDIMETILSILOXANO;;español
900a;Polidimetilsiloxano;900a;POLIDIMETILXILOXANO;;español
901;Cera de abejas;901;CERA DE ABEJA;;español
901;Cera de abejas;901;CERA DE ABEJA BLANCA Y AMARILLA;;español
901;Cera de abejas;901;CERA DE ABEJAS;;español
902;Cera candelilla;902;CERA CANDELILLA;;español
903;Cera carnauba;903;CERA CARNAUBA;;español
903;Cera carnauba;903;CERA DE CARNAUBA;;español
904;Goma laca, blanqueada;904;GOMA LACA;;español
904;Goma laca, blanqueada;904;GOMA LACA BLANQUEADA;;español
904;Goma laca, blanqueada;904;LACA DECOLORANTE SHELLAC;;español
905c(i);Cera microcristalina;905ci;CERA MICROCRISTALINA;;español
905d;Aceite mineral de alta viscosidad;905d;ACEITE MINERAL DE ALTA VISCOSIDAD;;español
905e;Aceite mineral, viscosidad media;905e;ACEITE MINERAL DE VISCOSIDAD MEDIA;;español
905e;Aceite mineral, viscosidad media;905e;ACEITE MINERAL VISCOSIDAD MEDIA;;español
907;Poli-1-deceno hidrogenado;907;POLI 1 DECENOHIDROGENADO;;español
907;Poli-1-deceno hidrogenado;907;POLI-1-DECENO HIDROGENADO;;español
925;Cloro;925;,CLORO;;español
927a;Azodicarbonamida;927a;AZOBISFORMAMIDA;;español
927a;Azodicarbonamida;927a;AZODICARBONAMIDA;;español
927a;Azodicarbonamida;927a;AZODICARBONAMIDA ADA;;español
927a;Azodicarbonamida;927a;DIAMIDA DEL ACIDO AZODICARBOXILICO;;español
928;Peróxido de benzoílo;928;PEROXIDO DE BENZOILO;;español
928;Peróxido de benzoílo;928;SUPEROXIDO DE BENZOILO;;español
941;Nitrógeno;941;NITROGENO;;español
942;Óxido nitroso;942;OXIDO NITROSO;;español
950;Acesulfame de potasio;950;ACESULFAME DE POTASIO;;español
950;Acesulfame de potasio;950;ACESULFAME K;;español
950;Acesulfame de potasio;950;ACESULFAME POTASICO;;español
950;Acesulfame de potasio;950;ACESULFAME-K;;español
950;Acesulfame de potasio;950;ACESULFAMO DE POTASIO;;español
950;Acesulfame de potasio;950;ACESULFAMO K;;español
950;Acesulfame de potasio;950;ACESULFAMO POTASICO;;español
950;Acesulfame de potasio;950;ACESULFAMO-K;;español
950;Acesulfame de potasio;950;E-950;;español
951;Aspartamo;951;ASPARTAMA;;español
951;Aspartamo;951;ASPARTAME;;español
951;Aspartamo;951;ASPARTAME ;;español
951;Aspartamo;951;ASPARTAMO;;español
952(i);Ácido ciclámico;952i;ACIDO CICLAMICO;;español
952(ii);Ciclamato de calcio;952ii;CICLAMATO CALCIO;;español
952(ii);Ciclamato de calcio;952ii;CICLAMATO DE CALCIO;;español
952(iv);Ciclamato de sodio;952iv;CICLAMATO DE SODIO;;español
952(iv);Ciclamato de sodio;952iv;CICLAMATO SODICO;;español
952(iv);Ciclamato de sodio;952iv;CICLAMATO SODIO;;español
953;Isomaltol (Isomaltulosa hidrogenada);953;ISOMALT;;español
953;Isomaltol (Isomaltulosa hidrogenada);953;ISOMALTITOL;;español
953;Isomaltol (Isomaltulosa hidrogenada);953;ISOMALTOL;;español
953;Isomaltol (Isomaltulosa hidrogenada);953;ISOMALTULOSA HIDROGENADA;;español
953;Isomaltol (Isomaltulosa hidrogenada);953;ISOMALTULOSA HIDROGENADA;;español
954(i);Sacarina;954i;,SACARINA;;español
954(ii);Sacarina de calcio;954ii;SACARINA DE CALCIO;;español
954(iii);Sacarina de potasio;954iii;SACARINA DE POTASIO;;español
954(iv);Sacarina de sodio;954iv;SACARINA DE SODIO;;español
954(iv);Sacarina de sodio;954iv;SACARINA SODICA;;español
955;Sucralosa (Triclorogalactosacarosa);955;SUCRALOSA;;español
955;Sucralosa (Triclorogalactosacarosa);955;SUCRALOSA TRICLOROGALACTOSACAROSA;;español
955;Sucralosa (Triclorogalactosacarosa);955;TRICLOROGALACTOSACAROSA;;español
956;Alitame;956;ALITAME;;español
956;Alitame;956;ALITAMO;;español
957;Taumatina;957;TAUMATINA;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;ESTEVIA ;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;ESTEVIOL ;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;ESTEVIOSIDO;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;EXTRACTOS DE ESTEVIA;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;GLICOSIDOS DE ESTEVIOL;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;GLICOSIDOS DE ESTEVIOL DE ESTEVIA;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;GLICOSIDOS DE ESTEVIOL DE STEVIA REBAUDIANA BERTONI GLICOSIDOS DE ESTEVIOL DE ESTEVIA;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;REBAUDIOSIDO A;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;STEVIA;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;STEVIOL;;español
960a;Glicósidos de esteviol de Stevia rebaudiana Bertoni (glicósidos de esteviol de estevia);960a;STEVIOSIDE;;español
960b(i);Rebaudiósido A de múltiples donadores de genes expresado en Yarrowialipolytica;960bi;REBAUDIOSIDO A DE MULTIPLES DONADORES DE GENES EXPRESADO EN YARROWIALIPOLYTICA;;español
961;Neotamo;961;NEOTAMO;;español
962;Sal de aspartamo y acesulfamo;962;ACESULFAME K ASPARTAME ;;español
962;Sal de aspartamo y acesulfamo;962;ASPARTAME Y ACESULFAME K;;español
962;Sal de aspartamo y acesulfamo;962;ASPARTAME-ACESULFAME;;español
962;Sal de aspartamo y acesulfamo;962;SAL DE ASPARTAMO Y ACESULFAMO;;español
964;Jarabe de poliglicitol;964;JARABE DE POLIGLICITOL;;español
965(i);Maltitol;965i;,MALTITOL;;español
965(i);Maltitol;965i;: MALTITOL;;español
965(i);Maltitol;965i;EDULCORANTE MALTITOL;;español
965(i);Maltitol;965i;MALTILOL;ERROR ORTOGRAFICO;español
965(i);Maltitol;965i;MALTITOL E965;;español
965(ii);Jarabe de maltitol;965ii;JARABE DE MALTILOL;;español
965(ii);Jarabe de maltitol;965ii;JARABE DE MALTITOL;;español
965(ii);Jarabe de maltitol;965ii;SIROBE DE MALTITOL;;español
965i;965i;965i;AZUCAR MALTITOL;;español
965i;965i;965i;COBERTURA DE CHOCOLATE MALTITOL;;español
965i;965i;965i;EDULCORANTES MALTITOL;;español
966;Lactitol;966;LACTITOL;;español
966;Lactitol;966;LACTOBIOSIT;;español
966;Lactitol;966;LACTOSITOL;;español
967;Xilitol;967;XILITOL;;español
968;Eritritol;968;ERITRITOL;;español
969;Advantame;969;ADVANTAME;;español
999(i);Extracto de quilaya, tipo 1;999i;EXTRACTO DE QUILAYA TIPO 1;;español
999(ii);Extracto de quilaya, tipo 2;999ii;EXTRACTO DE QUILAYA TIPO 2;;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;ALMIDON ALIMENTICIO MODIFICADO;;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;"	MALTODEXTRIN";;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;ALMIDON DE MAIZ MODIFICADO;nombre generico. Podria ser 1400, 1401, 1402, 1403, 1403, 1404, 1405;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;ALMIDON DE PAPA MODIFICADO;nombre generico. Podria ser 1400, 1401, 1402, 1403, 1403, 1404, 1406;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;ALMIDON DE TAPIOCA MODIFICADO;;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;ALMIDON MODIFICADO;nombre generico. Podria ser 1400, 1401, 1402, 1403, 1403, 1404, 1405;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;ALMIDONES MODIFICADOS ;nombre generico. Podria ser 1400, 1401, 1402, 1403, 1403, 1404, 1405;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;MALTO DEXTRINA;;español
ALMIDON_MOD;Almidón modificado;ALMIDON_MOD;MALTODEXTRINA;;español
ANNATO;Annato;ANNATO;,ANATO;;español
ANNATO;Annato;ANNATO;160 B;;español
ANNATO;Annato;ANNATO;160B;;español
ANNATO;Annato;ANNATO;ANNATO;nombre generico. Podria ser 160bi o 160bii;español
ANNATO;Annato;ANNATO;ANNATTO;nombre generico. Podria ser 160bi o 160bii;español
ANNATO;Annato;ANNATO;COLOR  DE ANATO;;español
ANNATO;Annato;ANNATO;COLOR ANATO;;español
ANNATO;Annato;ANNATO;COLORANTE ANATO;;español
ANNATO;Annato;ANNATO;COLORANTE NATURAL ANATO;;español
ANNATO;Annato;ANNATO;COLORANTE NATURAL ANNATO;nombre generico. Podria ser 160bi o 160bii;español
CARAMELO;Caramelo;CARAMELO;"	COLOR ARTIFICIAL CARAMELO";;español
CARAMELO;Caramelo;CARAMELO;CARAMEL COLOR;;español
CARAMELO;Caramelo;CARAMELO;COLOR CARAMELO;;español
CARAMELO;Caramelo;CARAMELO;COLOR DE CARAMELO;;español
CARAMELO;Caramelo;CARAMELO;COLORANTE ARTIFICIAL CARAMELO;;español
CARAMELO;Caramelo;CARAMELO;COLORANTE CARAMELO;no es codex. Declarados genericos en los envases;español
CARAMELO;Caramelo;CARAMELO;COLORANTE COLOR CARAMELO;no es codex. Declarados genericos en los envases;español
CARAMELO;Caramelo;CARAMELO;COLORANTE: CARAMELO;no es codex. Declarados genericos en los envases;español
CARAMELO;Caramelo;CARAMELO;COLORANTES CARAMELO;no es codex. Declarados genericos en los envases;español
CARAMELO;Caramelo;CARAMELO;COLORANTES: CARAMELO;;español
CAROTENO;Betacaroteno;CAROTENO;160 A;;español
CAROTENO;Betacaroteno;CAROTENO;160A;nombre generico. Podria ser cualquier betacaroteno;español
CAROTENO;Betacaroteno;CAROTENO;CAROTENO;nombre generico. Podria ser cualquier betacaroteno;español
CAROTENO;Betacaroteno;CAROTENO;COLORANTE CAROTENO;nombre generico. Podria ser cualquier betacaroteno;español
CAROTENO;Betacaroteno;CAROTENO;COLOR CARAMELO NATURAL;;español
CAROTENO;Betacaroteno;CAROTENO;COLORANTE CARAMELO NATURAL;no es codex. Declarados genericos en los envases;español
CAROTENO;Betacaroteno;CAROTENO;COLORANTE NATURAL CARAMELO;no es codex. Declarados genericos en los envases;español
CAROTENO;Betacaroteno;CAROTENO;COLORANTES NATURAL CARAMELO;;español
CAROTENO;Betacaroteno;CAROTENO;COLORANTES NATURALES CARAMELO;no es codex. Declarados genericos en los envases;español
CAROTENO;Betacaroteno;CAROTENO;COLORANTE CAROTENOS;nombre generico. Podria ser cualquier betacaroteno;español
ESTEAROIL_LACTILATO;ESTEAROIL_LACTILATO;ESTEAROIL_LACTILATO;ESTEAROIL;;español
FOSFATO;FOSFATO;FOSFATO;E-452;;español
FOSFATO;FOSFATO;FOSFATO;FOSFATO;nombre generico;español
FOSFATO_AL_NA;Fosfato de aluminio y sodio, ácido;FOSFATO_AL_NA;FOSFATO DE ALUMINIO Y SODIO;nombre generico. Podria ser 541i o 541ii;español
FOSFATO_AL_NA;Fosfato de aluminio y sodio, ácido;FOSFATO_AL_NA;FOSFATO DE SODIO ALUMINIO ;nombre generico. Podria ser 541i o 541ii;español
FOSFATO_AL_NA;Fosfato de aluminio y sodio, ácido;FOSFATO_AL_NA;FOSFATO DE SODIO Y ALUMINIO;nombre generico. Podria ser 541i o 541ii;español
HIDROXIBENZOATO;HIDROXIBENZOATO;HIDROXIBENZOATO;PARAHIDROXIBENZOATO;nombre generico;español
HIDROXIBENZOATO;HIDROXIBENZOATO;HIDROXIBENZOATO;PARA-HIDROXIBENZOATO;nombre generico;español
HIDROXIBENZOATO;HIDROXIBENZOATO;HIDROXIBENZOATO;P-HIDROXIBENZOATO;nombre generico;español
POLISORBATO;POLISORBATO;POLISORBATO;POLISORBATO;nombre generico;español
QUILAYA;QUILAYA;QUILAYA;QUILAYA;nombre generico;español
RIBOFLAVINA;RIBOFLAVINA;RIBOFLAVINA;RIBOFLAVINA;;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;AROAMTIZANTE;ERROR ORTOGRAFICO;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;AROMA;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;AROMIA ;ERROR ORTOGRAFICO;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;ESENCIA;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;EXTRACTO DE VAINILLA;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;EXTRACTO NATURAL DE VAINILLA;;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;HUMO;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;IDENTICO;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;IDENTICO A NATURAL;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;IDENTICO AL NATURAL;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;IDENTICOS AL NATURAL;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABOR ARTIFICIAL;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABOR DE VAINILLA NATURAL;;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABOR IDENTICO A NATURAL;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABOR IDENTICO AL NATURAL;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABOR NATURAL;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABOR VAINILLA;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABORES ARTIFICIALES;;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABORES NATURALES;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;SABORIZANTE;no es codex. Declarados genericos en los envases;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;VAINILLA EN POLVO;;español
SABORIZANTE;SABORIZANTE;SABORIZANTE;VAINILLINA;no es codex. Declarados genericos en los envases;español
TOCOFEROL;Tocoferol;TOCOFEROL;ACETATO DE VITAMINA E;;español
TOCOFEROL;Tocoferol;TOCOFEROL;ANTIOXIDANTE TOCOFEROL;no es codex. Declarados genericos en los envases;español
TOCOFEROL;Tocoferol;TOCOFEROL;A-TOCOFEROL;no es codex. Declarados genericos en los envases;español
TOCOFEROL;Tocoferol;TOCOFEROL;TOCOFEROL;;español
TOCOFEROL;Tocoferol;TOCOFEROL;TOCOFEROL COMO ANTIOXIDANTE;no es codex. Declarados genericos en los envases;español
TOCOFEROL;Tocoferol;TOCOFEROL;VITAMINA E ACETATO;no es codex. Declarados genericos en los envases;español
102;101;Tartrazina;INS 102;;portugues
102;102;Tartrazina;E102;;portugues
102;102;Tartrazina;TARTRAZINA;;portugues
104;104;Amarillo de quinoleína;QUINOLINA AMARELA;;portugues
110;110;Amarillo ocaso;CORANTE: INS 110;;portugues
110;110;Amarillo ocaso;AMARELO POR DO SOL ;;portugues
110;110;Amarillo ocaso;AMARELO SUNSET;;portugues
110;110;Amarillo ocaso;AMARELO CREPUSCULO FCF;;portugues
110;110;Amarillo ocaso;AMARELO CREPUSCULO;;portugues
120;120;Carmines;E120;;portugues
120;120;Carmines;INS 120;;portugues
120;120;Carmines;CORANTES NATURAIS CARMIM COCHONILHA;;portugues
120;120;Carmines;"	CORANTES CARMIM";;portugues
120;120;Carmines;CORANTES NATURAIS CARMIM;;portugues
120;120;Carmines;"	CORANTE NATURAL: CARMIM";;portugues
120;120;Carmines;CORANTE CARMIM;;portugues
120;120;Carmines;CORANTE NATURAL CARMIM;;portugues
120;120;Carmines;CORANTE: COCHONILHA.;;portugues
120;120;Carmines;CARMIM DE COCHONILHA;;portugues
120;120;Carmines;VERMELHO DE CARMIM   ;;portugues
120;120;Carmines;CARMIM   ;;portugues
122;122;Azorrubina;AZORRUBINA;;portugues
122;122;Azorrubina;AZORUBINA;;portugues
122;122;Azorrubina;CARMOISINA;;portugues
123;123;Azorrubina;AMARANTO;;portugues
123;123;Azorrubina; VERMELHO BORDEAUX;;portugues
123;123;Azorrubina;BORDEAUX S;;portugues
123;123;Azorrubina;BOURDEAUX ;;portugues
124;124;Rojo de cochinilla A;INS 124;;portugues
124;124;Rojo de cochinilla A;CORANTE ARTIFICIAL PONCEAU;;portugues
124;124;Rojo de cochinilla A;PONCEAUR 4R;;portugues
124;124;Rojo de cochinilla A;PONCEAU 4R;;portugues
124;124;Rojo de cochinilla A;PURPURA SX;;portugues
124;124;Rojo de cochinilla A;VERMELHO COCHONILHA A;;portugues
124;124;Rojo de cochinilla A;VERMELHO COCHONILHA ;;portugues
127;127;Eritrosina;ERITROSINA;;portugues
129;129;Rojo allura AC;VERMELHO ALLURA AC;;portugues
129;129;Rojo allura AC;INS129;;portugues
129;129;Rojo allura AC;INS 129;;portugues
129;129;Rojo allura AC;VERMELHO 40;;portugues
132;132;Indigotina ;INDIGOTINA;;portugues
132;132;Indigotina ;INDIGO;;portugues
132;132;Indigotina ;INDIGO CARMIM;;portugues
132;132;Indigotina ;INDIGO-CARMIM;;portugues
132;132;Indigotina ;CARMIM DE INDIGO;;portugues
133;133;Azul brillante FCF;AZUL BRILHANTE FCF;;portugues
133;133;Azul brillante FCF;INS 133;;portugues
133;133;Azul brillante FCF;AZUL BRILHANTE ;;portugues
140;140;Clorofilas;E 140;;portugues
140;140;Clorofilas;INS 140;;portugues
140;140;Clorofilas;CLOROFILA;;portugues
143;143;Verde sólido FCF;VERDE SOLIDO FCF;;portugues
151;151;Negro brillante ;PRETO BRILHANTE BN;;portugues
151;151;Negro brillante ;PRETO BRILHANTE ;;portugues
151;151;Negro brillante ;PRETO BN ;;portugues
155;155;Marrón HT;MARROM HT;;portugues
162;162;Rojo de remolacha;VERMELHO BETERRABA;;portugues
162;162;Rojo de remolacha;BETANINA;;portugues
171;171;Dióxido de titanio;INS 171;;portugues
171;171;Dióxido de titanio;DIOXIDO DE TITANIO;;portugues
181;181;Ácido tánico ;ACIDO TANICO;;portugues
181;181;Ácido tánico ;TANINO;;portugues
200;200;Ácido sórbico;INS 200;;portugues
200;200;Ácido sórbico;ACIDO SORBICO;;portugues
202;202;Sorbato de potasio;INS 202;;portugues
202;202;Sorbato de potasio;SORB. DE POTASSIO;;portugues
202;202;Sorbato de potasio;SORBATO DE POTASSIO;;portugues
202;202;Sorbato de potasio;SORBATO D EPOTASSIO;;portugues
203;203;Sorbato de calcio;SORBATO DE CALCIO;;portugues
210;210;Ácido benzoico;ACIDO BENZOICO;;portugues
211;211;Benzoato de sodio;INS 211;;portugues
211;211;Benzoato de sodio;BENZOATO DE SODIO;;portugues
212;212;Benzoato de potasio;BENZOATO DE POTASSIO;;portugues
213;213;Benzoato de calcio;BENZOATO DE CALCIO;;portugues
214;214;Etil para-hidroxibenzoato;HIDROXIBENZOATO DE ETIL;;portugues
214;214;Etil para-hidroxibenzoato;ETILPARABENO;;portugues
218;218;Metil para-hydroxibenzoato;HIDROXIBENZOATO DE METIL;;portugues
218;218;Metil para-hydroxibenzoato;METILPARABENO;;portugues
220;220;Dióxido de azufre;DIOXIDO DE ENXOFRE;;portugues
221;221;Sulfito de sodio;,SULFITO DE SODIO;;portugues
222;222;Sulfito ácido de sodio;,BISSULFITO DE SODIO;;portugues
222;222;Sulfito ácido de sodio;,SULFITO DE SODIO ANIDRO;;portugues
223;223;Metabisulfito de sodio;E 223;;portugues
223;223;Metabisulfito de sodio;INS223;;portugues
223;223;Metabisulfito de sodio;INS 223;;portugues
223;223;Metabisulfito de sodio;METABISSULFITO DE SODIO;;portugues
224;224;Metabisulfito de potasio;BISSULFITO DE POTASSIO;NOME MAIS PARECIDO;portugues
224;224;Metabisulfito de potasio;METABISSULFITO DE POTASSIO;;portugues
225;225;Sulfito de potasio;,SULFITO DE POTASSIO;;portugues
230;230;Difenilo;DIFENIL;;portugues
231;231;Ortofenilfenol;ORTOFENILFENOL;;portugues
232;232;Ortofenilfenol de sodio;ORTOFENILFENOL DE SODIO;;portugues
234;234;Nisina;NISINA;;portugues
235;235;Natamicina ;NATAMICINA;;portugues
235;235;Natamicina ;PIMARICINA;;portugues
239;239;Hexametilentetramina;HEXAMETILENOTETRAMINA;;portugues
239;239;Hexametilentetramina;HEXAMINA;;portugues
242;242;Dimetil dicarbonato;DICARBONATO DE DIMETIL;;portugues
243;243;Etil-lauroil arginato;ETIL LAUROIL ARGINATO;;portugues
249;249;Nitrito de potasio;NITRITO DE POTASSIO;;portugues
250;250;Nitrito de sodio;NITRITO SODICO;;portugues
250;250;Nitrito de sodio;INS 250;;portugues
